English	Hindi	Spanish	French	Bengali	Gujarati
0.98554	0.95348	0.97946	0.97842	0.96123	0.99057
0.99329	0.90801	0.99162	0.99183	0.9254	0.96836
0.98785	0.95034	0.97653	0.97674	0.9606	0.99036
0.98785	0.95096	0.97946	0.97632	0.96144	0.98994
0.99602	0.91911	0.99288	0.99288	0.9189	0.96354
0.99728	0.95704	0.99602	0.99476	0.95599	0.87343
					
English	Hindi	Spanish	French	Bengali	Gujarati
0.98386	0.99036	0.98177	0.98282	0.98407	0.87301
0.99497	0.95683	0.99288	0.99623	0.94866	0.82921
0.98449	0.98952	0.97863	0.98282	0.98575	0.87741
0.98491	0.98994	0.98177	0.98219	0.98449	0.8772
0.99518	0.97171	0.99455	0.9956	0.93546	0.83277
0.99749	0.95222	0.9956	0.9979	0.93525	0.74811
					
English	Hindi	Spanish	French	Bengali	Gujarati
0.97946	0.978	0.97925	0.97402	0.96144	0.89543
0.99392	0.9495	0.99183	0.99099	0.92267	0.82565
0.98093	0.97443	0.9715	0.97087	0.96102	0.8881
0.97946	0.97695	0.97527	0.96626	0.96333	0.89376
0.99581	0.95201	0.99497	0.99413	0.89292	0.80679
0.99958	0.96144	0.99979	1	0.92309	0.77515
					
English	Hindi	Spanish	French	Bengali	Gujarati
0.98156	0.99728	0.99225	0.98994	0.99874	0.98282
0.99707	0.99371	0.99895	0.99853	0.99497	0.98093
0.98386	0.99707	0.9912	0.99099	0.99769	0.9847
0.98114	0.99728	0.99162	0.9868	0.9979	0.98282
0.99916	0.99769	0.99979	0.99937	0.99392	0.98491
1	0.99916	1	0.99958	0.99769	0.89417
