English	Hindi	Spanish	French	Bengali	Gujarati
0.88244	0.9956	0.90025	0.91827	0.9956	0.99665
0.99371	0.92833	0.98847	0.99392	0.99581	0.99769
0.92246	0.9956	0.81224	0.89585	0.99581	0.99623
0.95117	0.9956	0.91702	0.8881	0.99539	0.99623
0.99874	0.99916	0.99728	0.99895	0.99769	1
1	0.99832	0.99937	1	1	0.76949
					
English	Hindi	Spanish	French	Bengali	Gujarati
0.75168	0.96626	0.93441	0.91702	0.97988	0.96584
0.99329	0.99288	0.9956	0.99602	1	0.99895
0.96961	0.99602	0.978	0.98386	0.99686	0.99267
0.80616	0.91073	0.9057	0.90339	0.93022	0.83801
0.99853	0.99895	0.99853	0.99895	0.99749	0.99853
0.99895	0.99811	0.99874	0.99916	1	0.95201
					
English	Hindi	Spanish	French	Bengali	Gujarati
0.99162	0.99769	0.99476	0.99455	0.99811	0.99769
0.99728	0.98868	0.99832	0.99728	0.99937	0.99749
0.99497	0.99958	0.99413	0.99413	1	0.99979
0.99853	0.99937	0.99832	0.99665	0.99937	0.99895
0.99958	0.99811	0.99958	0.99916	0.99728	0.99853
0.99958	0.99811	0.99979	0.99958	0.99979	0.95683
					
English	Hindi	Spanish	French	Bengali	Gujarati
0.73868	0.97485	0.76655	0.71961	0.99141	0.98847
0.99665	0.99036	0.99644	0.99686	0.99937	0.99937
0.97381	0.99979	0.96102	0.94803	0.99937	0.99979
0.95034	0.99874	0.9562	0.92624	0.99979	1
0.9979	0.99832	0.9979	0.99811	0.99581	0.99832
1	0.99979	1	1	1	0.87992
