English	Hindi	Spanish	French	Bengali	Gujarati
0.9847	0.99581	0.9847	0.99665	0.99078	0.99686
0.93546	0.90926	0.9363	0.9627	0.88453	0.91597
0.96731	0.98365	0.96438	0.98931	0.97276	0.98785
0.97653	0.98868	0.9736	0.99246	0.97925	0.99015
0.96878	0.9254	0.96521	0.98407	0.89816	0.92477
0.96459	0.91681	0.96165	0.98261	0.8904	0.89962
					
English	Hindi	Spanish	French	Bengali	Gujarati
0.87552	0.99811	0.94908	0.94489	0.99749	0.99937
0.95096	0.92267	0.96102	0.95034	0.98449	0.99728
0.88873	0.99958	0.68839	0.85792	0.99811	0.99916
0.93588	0.99916	0.95369	0.90381	0.99937	0.99958
0.95054	0.98868	0.9671	0.95557	0.9606	0.99832
0.9824	0.99476	0.97716	0.98575	0.99246	0.97883
					
English	Hindi	Spanish	French	Bengali	Gujarati
0.9365	0.96815	0.91764	0.93252	0.98533	0.99874
0.94908	0.965	0.93546	0.93043	0.98345	0.99602
0.89774	0.9518	0.84179	0.85604	0.97276	0.99707
0.95746	0.97171	0.93399	0.93567	0.98806	0.99853
0.95159	0.96752	0.94447	0.93588	0.95683	0.99413
0.96982	0.98324	0.96521	0.95683	0.98952	0.98806
					
English	Hindi	Spanish	French	Bengali	Gujarati
0.9847	0.99644	0.95306	0.96584	0.99686	0.99895
0.92163	0.97024	0.80784	0.83319	0.97548	0.98135
0.97464	0.98701	0.90738	0.94195	0.98973	0.99644
0.99539	0.99267	0.95767	0.98072	0.99434	0.99769
0.9583	0.98659	0.89187	0.90088	0.98156	0.9868
0.95243	0.98868	0.90256	0.90088	0.98847	0.97632
